1,s1,s2_cloudFree,s2_cloudy,ROIs1158_spring_126_p560.tif
1,s1,s2_cloudFree,s2_cloudy,ROIs1158_spring_77_p631.tif
1,s1,s2_cloudFree,s2_cloudy,ROIs1158_spring_120_p443.tif
1,s1,s2_cloudFree,s2_cloudy,ROIs1158_spring_17_p686.tif
1,s1,s2_cloudFree,s2_cloudy,ROIs1158_spring_39_p404.tif
1,s1,s2_cloudFree,s2_cloudy,ROIs1158_spring_75_p799.tif
1,s1,s2_cloudFree,s2_cloudy,ROIs1158_spring_121_p543.tif
1,s1,s2_cloudFree,s2_cloudy,ROIs1158_spring_141_p442.tif
1,s1,s2_cloudFree,s2_cloudy,ROIs1158_spring_9_p110.tif
1,s1,s2_cloudFree,s2_cloudy,ROIs1158_spring_63_p415.tif
1,s1,s2_cloudFree,s2_cloudy,ROIs1158_spring_63_p124.tif
1,s1,s2_cloudFree,s2_cloudy,ROIs1158_spring_141_p670.tif
1,s1,s2_cloudFree,s2_cloudy,ROIs1158_spring_100_p312.tif
1,s1,s2_cloudFree,s2_cloudy,ROIs1158_spring_124_p379.tif
1,s1,s2_cloudFree,s2_cloudy,ROIs1158_spring_128_p209.tif
1,s1,s2_cloudFree,s2_cloudy,ROIs1158_spring_147_p682.tif
1,s1,s2_cloudFree,s2_cloudy,ROIs1158_spring_66_p690.tif
1,s1,s2_cloudFree,s2_cloudy,ROIs1158_spring_26_p215.tif
1,s1,s2_cloudFree,s2_cloudy,ROIs1158_spring_113_p75.tif
1,s1,s2_cloudFree,s2_cloudy,ROIs1158_spring_142_p477.tif
1,s1,s2_cloudFree,s2_cloudy,ROIs1158_spring_1_p342.tif
1,s1,s2_cloudFree,s2_cloudy,ROIs1158_spring_126_p356.tif
1,s1,s2_cloudFree,s2_cloudy,ROIs1158_spring_17_p327.tif
1,s1,s2_cloudFree,s2_cloudy,ROIs1158_spring_31_p209.tif
1,s1,s2_cloudFree,s2_cloudy,ROIs1158_spring_124_p752.tif
1,s1,s2_cloudFree,s2_cloudy,ROIs1158_spring_8_p579.tif
1,s1,s2_cloudFree,s2_cloudy,ROIs1158_spring_100_p411.tif
1,s1,s2_cloudFree,s2_cloudy,ROIs1158_spring_45_p456.tif
1,s1,s2_cloudFree,s2_cloudy,ROIs1158_spring_115_p691.tif
1,s1,s2_cloudFree,s2_cloudy,ROIs1158_spring_26_p461.tif
1,s1,s2_cloudFree,s2_cloudy,ROIs1158_spring_63_p323.tif
1,s1,s2_cloudFree,s2_cloudy,ROIs1158_spring_9_p520.tif
1,s1,s2_cloudFree,s2_cloudy,ROIs1158_spring_121_p180.tif
1,s1,s2_cloudFree,s2_cloudy,ROIs1158_spring_66_p472.tif
1,s1,s2_cloudFree,s2_cloudy,ROIs1158_spring_15_p482.tif
1,s1,s2_cloudFree,s2_cloudy,ROIs1158_spring_6_p34.tif
1,s1,s2_cloudFree,s2_cloudy,ROIs1158_spring_75_p771.tif
1,s1,s2_cloudFree,s2_cloudy,ROIs1158_spring_100_p742.tif
1,s1,s2_cloudFree,s2_cloudy,ROIs1158_spring_132_p64.tif
1,s1,s2_cloudFree,s2_cloudy,ROIs1158_spring_58_p743.tif
1,s1,s2_cloudFree,s2_cloudy,ROIs1158_spring_126_p70.tif
1,s1,s2_cloudFree,s2_cloudy,ROIs1158_spring_21_p954.tif
1,s1,s2_cloudFree,s2_cloudy,ROIs1158_spring_119_p392.tif
1,s1,s2_cloudFree,s2_cloudy,ROIs1158_spring_145_p86.tif
1,s1,s2_cloudFree,s2_cloudy,ROIs1158_spring_123_p829.tif
1,s1,s2_cloudFree,s2_cloudy,ROIs1158_spring_121_p57.tif
